Frequency (Hz)	Level (dB)
2005.859375	-59.750698
2006.347656	-58.578377
2006.835938	-61.425674
2007.324219	-61.285202
2007.812500	-60.163914
2008.300781	-61.175167
2008.789062	-60.212757
2009.277344	-61.164520
2009.765625	-59.625355
2010.253906	-59.768604
2010.742188	-59.244812
2011.230469	-60.713669
2011.718750	-58.916283
2012.207031	-61.285831
2012.695312	-60.082401
2013.183594	-61.565998
2013.671875	-61.170700
2014.160156	-59.317577
2014.648438	-59.171883
2015.136719	-58.802711
2015.625000	-62.852673
2016.113281	-59.829601
2016.601562	-59.865601
2017.089844	-59.568386
2017.578125	-61.359146
2018.066406	-60.271492
2018.554688	-60.122845
2019.042969	-59.787693
2019.531250	-59.878880
2020.019531	-58.871799
2020.507812	-57.543423
2020.996094	-58.063572
2021.484375	-59.304844
2021.972656	-58.839657
2022.460938	-60.362286
2022.949219	-59.245152
2023.437500	-58.507446
2023.925781	-58.669193
2024.414062	-58.635799
2024.902344	-58.111526
2025.390625	-57.870502
2025.878906	-56.227146
2026.367188	-58.681065
2026.855469	-58.142822
2027.343750	-59.585590
2027.832031	-61.453388
2028.320312	-59.266159
2028.808594	-58.548424
2029.296875	-59.487614
2029.785156	-59.476986
2030.273438	-57.797779
2030.761719	-59.907192
2031.250000	-60.943474
2031.738281	-59.877644
2032.226562	-60.138554
2032.714844	-59.739700
2033.203125	-58.290081
2033.691406	-58.465744
2034.179688	-58.980743
2034.667969	-58.505733
2035.156250	-60.102253
2035.644531	-61.442120
2036.132812	-57.573669
2036.621094	-57.874249
2037.109375	-58.886929
2037.597656	-59.656059
2038.085938	-57.666840
2038.574219	-60.073029
2039.062500	-61.720451
2039.550781	-59.625969
2040.039062	-58.092602
2040.527344	-58.315269
2041.015625	-57.943237
2041.503906	-59.399570
2041.992188	-58.713402
2042.480469	-59.694160
2042.968750	-59.434444
2043.457031	-56.965294
2043.945312	-57.509113
2044.433594	-58.014393
2044.921875	-57.889061
2045.410156	-58.468426
2045.898438	-57.964565
2046.386719	-59.430042
2046.875000	-57.407700
2047.363281	-58.005451
2047.851562	-58.922291
2048.339844	-55.708405
2048.828125	-57.058430
2049.316406	-58.202644
2049.804688	-61.101212
2050.292969	-57.836437
2050.781250	-57.639610
2051.269531	-58.119995
2051.757812	-58.077972
2052.246094	-56.628536
2052.734375	-57.227543
2053.222656	-58.568275
2053.710938	-59.272957
2054.199219	-59.547001
2054.687500	-56.988979
2055.175781	-61.140476
2055.664062	-57.507988
2056.152344	-57.752941
2056.640625	-55.316936
2057.128906	-54.358707
2057.617188	-56.685875
2058.105469	-57.079594
2058.593750	-56.971210
2059.082031	-57.213837
2059.570312	-58.233326
2060.058594	-57.438667
2060.546875	-57.710587
2061.035156	-55.650261
2061.523438	-57.498535
2062.011719	-55.102123
2062.500000	-55.568966
2062.988281	-59.053940
2063.476562	-58.815983
2063.964844	-56.955120
2064.453125	-57.680336
2064.941406	-58.126026
2065.429688	-57.199837
2065.917969	-56.610134
2066.406250	-58.287651
2066.894531	-56.300705
2067.382812	-56.411209
2067.871094	-56.132420
2068.359375	-56.963585
2068.847656	-57.290104
2069.335938	-56.054893
2069.824219	-56.627251
2070.312500	-55.869667
2070.800781	-59.056744
2071.289062	-55.687679
2071.777344	-58.173477
2072.265625	-56.078346
2072.753906	-56.551723
2073.242188	-54.538086
2073.730469	-57.109177
2074.218750	-56.588322
2074.707031	-55.571594
2075.195312	-56.765335
2075.683594	-54.308971
2076.171875	-56.078796
2076.660156	-55.083961
2077.148438	-58.588905
2077.636719	-59.156445
2078.125000	-53.895973
2078.613281	-57.158756
2079.101562	-58.092781
2079.589844	-56.607655
2080.078125	-55.346340
2080.566406	-55.012280
2081.054688	-57.384735
2081.542969	-56.234169
2082.031250	-53.039005
2082.519531	-55.542820
2083.007812	-57.076870
2083.496094	-55.827557
2083.984375	-55.233189
2084.472656	-55.263393
2084.960938	-56.161110
2085.449219	-56.006554
2085.937500	-55.618904
2086.425781	-55.649117
2086.914062	-56.565079
2087.402344	-57.118088
2087.890625	-56.559761
2088.378906	-54.688713
2088.867188	-55.051041
2089.355469	-55.345783
2089.843750	-55.404724
2090.332031	-55.519608
2090.820312	-56.142506
2091.308594	-54.437515
2091.796875	-53.861427
2092.285156	-55.427319
2092.773438	-52.834248
2093.261719	-54.374466
2093.750000	-55.894596
2094.238281	-56.242619
2094.726562	-56.176418
2095.214844	-58.465919
2095.703125	-56.128151
2096.191406	-53.991814
2096.679688	-56.630344
2097.167969	-53.918724
2097.656250	-56.723434
2098.144531	-53.598824
2098.632812	-53.548294
2099.121094	-54.642590
2099.609375	-54.345085
2100.097656	-56.516350
2100.585938	-54.964249
2101.074219	-55.604321
2101.562500	-55.082462
2102.050781	-55.668911
2102.539062	-53.488892
2103.027344	-55.653816
2103.515625	-56.125835
2104.003906	-52.373245
2104.492188	-54.279575
2104.980469	-54.712708
2105.468750	-55.134113
2105.957031	-56.067356
2106.445312	-56.073544
2106.933594	-55.564724
2107.421875	-55.837246
2107.910156	-52.793114
2108.398438	-54.478550
2108.886719	-57.085850
2109.375000	-53.299809
2109.863281	-54.383827
2110.351562	-51.943974
2110.839844	-54.315323
2111.328125	-56.273678
2111.816406	-55.628902
2112.304688	-54.153805
2112.792969	-54.081200
2113.281250	-53.344650
2113.769531	-53.967548
2114.257812	-52.944344
2114.746094	-54.211906
2115.234375	-53.597569
2115.722656	-51.919151
2116.210938	-51.375000
2116.699219	-52.341408
2117.187500	-58.079067
2117.675781	-54.985241
2118.164062	-54.149143
2118.652344	-51.523117
2119.140625	-50.291344
2119.628906	-51.105644
2120.117188	-53.245193
2120.605469	-54.076401
2121.093750	-52.844913
2121.582031	-51.854626
2122.070312	-53.308819
2122.558594	-53.936848
2123.046875	-52.745342
2123.535156	-51.763817
2124.023438	-50.692005
2124.511719	-52.773975
2125.000000	-51.906784
2125.488281	-51.652588
2125.976562	-51.406929
2126.464844	-52.691097
2126.953125	-51.996437
2127.441406	-52.963570
2127.929688	-53.409000
2128.417969	-52.182293
2128.906250	-50.457737
2129.394531	-51.074272
2129.882812	-52.696701
2130.371094	-53.202583
2130.859375	-52.626396
2131.347656	-51.725471
2131.835938	-52.012196
2132.324219	-51.321434
2132.812500	-51.801128
2133.300781	-53.973946
2133.789062	-52.048393
2134.277344	-53.451984
2134.765625	-52.944977
2135.253906	-50.060665
2135.742188	-49.314373
2136.230469	-51.532379
2136.718750	-56.149673
2137.207031	-50.295094
2137.695312	-52.258724
2138.183594	-53.826870
2138.671875	-52.050251
2139.160156	-51.122726
2139.648438	-54.203278
2140.136719	-51.625248
2140.625000	-51.968586
2141.113281	-51.615200
2141.601562	-51.552795
2142.089844	-50.203415
2142.578125	-51.585098
2143.066406	-50.900650
2143.554688	-52.229950
2144.042969	-50.539028
2144.531250	-52.869385
2145.019531	-50.111828
2145.507812	-51.264252
2145.996094	-51.025509
2146.484375	-48.709927
2146.972656	-50.165894
2147.460938	-50.353607
2147.949219	-48.950184
2148.437500	-49.939648
2148.925781	-49.725079
2149.414062	-51.704819
2149.902344	-50.034039
2150.390625	-49.661789
2150.878906	-49.633396
2151.367188	-51.381195
2151.855469	-51.103191
2152.343750	-51.591343
2152.832031	-49.426796
2153.320312	-50.871418
2153.808594	-50.903072
2154.296875	-51.380619
2154.785156	-51.349033
2155.273438	-47.478001
2155.761719	-49.682373
2156.250000	-48.506081
2156.738281	-50.338287
2157.226562	-49.921555
2157.714844	-49.780155
2158.203125	-49.341335
2158.691406	-49.010765
2159.179688	-50.262878
2159.667969	-50.312302
2160.156250	-51.009876
2160.644531	-51.592159
2161.132812	-49.524139
2161.621094	-50.230301
2162.109375	-47.885319
2162.597656	-48.645599
2163.085938	-49.938000
2163.574219	-47.897404
2164.062500	-48.031158
2164.550781	-48.062202
2165.039062	-48.118721
2165.527344	-48.909439
2166.015625	-50.486317
2166.503906	-49.039997
2166.992188	-48.275097
2167.480469	-48.491928
2167.968750	-47.393028
2168.457031	-49.217319
2168.945312	-48.780270
2169.433594	-47.646244
2169.921875	-45.812965
2170.410156	-46.460072
2170.898438	-49.698898
2171.386719	-47.013325
2171.875000	-47.592354
2172.363281	-47.416916
2172.851562	-46.643673
2173.339844	-48.395863
2173.828125	-46.234627
2174.316406	-48.007904
2174.804688	-46.845295
2175.292969	-46.689571
2175.781250	-49.934475
2176.269531	-49.048389
2176.757812	-48.224236
2177.246094	-47.171124
2177.734375	-46.234062
2178.222656	-48.656277
2178.710938	-47.805950
2179.199219	-46.608559
2179.687500	-46.406521
2180.175781	-47.799404
2180.664062	-49.329048
2181.152344	-47.186039
2181.640625	-45.291458
2182.128906	-46.810944
2182.617188	-47.376240
2183.105469	-45.717056
2183.593750	-43.244770
2184.082031	-45.092461
2184.570312	-45.644978
2185.058594	-45.818195
2185.546875	-46.573273
2186.035156	-48.287537
2186.523438	-47.044235
2187.011719	-46.266613
2187.500000	-45.874359
2187.988281	-47.171181
2188.476562	-45.429211
2188.964844	-45.513542
2189.453125	-44.359711
2189.941406	-45.889294
2190.429688	-47.545376
2190.917969	-44.970566
2191.406250	-47.813839
2191.894531	-46.380657
2192.382812	-44.966461
2192.871094	-47.089737
2193.359375	-45.939892
2193.847656	-45.323574
2194.335938	-46.446068
2194.824219	-45.539345
2195.312500	-46.151169
2195.800781	-45.427784
2196.289062	-44.932545
2196.777344	-45.345142
2197.265625	-44.459320
2197.753906	-45.589817
2198.242188	-45.679260
2198.730469	-41.138977
2199.218750	-44.628613
2199.707031	-45.861362
2200.195312	-44.939320
2200.683594	-46.386845
2201.171875	-43.371700
2201.660156	-45.302437
2202.148438	-44.835690
2202.636719	-46.548588
2203.125000	-45.106720
2203.613281	-44.532848
2204.101562	-46.974545
2204.589844	-42.464340
2205.078125	-45.405834
2205.566406	-42.755722
2206.054688	-43.849827
2206.542969	-46.234364
2207.031250	-45.358318
2207.519531	-45.233494
2208.007812	-45.503643
2208.496094	-44.327526
2208.984375	-43.810585
2209.472656	-46.133579
2209.960938	-44.689953
2210.449219	-44.384708
2210.937500	-46.131752
2211.425781	-45.906128
2211.914062	-46.978691
2212.402344	-43.256691
2212.890625	-46.762455
2213.378906	-44.360043
2213.867188	-44.230690
2214.355469	-43.333805
2214.843750	-46.109043
2215.332031	-45.546803
2215.820312	-43.767372
2216.308594	-45.709324
2216.796875	-44.594738
2217.285156	-43.936752
2217.773438	-44.322445
2218.261719	-44.155315
2218.750000	-47.829430
2219.238281	-43.824726
2219.726562	-45.240356
2220.214844	-43.709316
2220.703125	-44.939381
2221.191406	-46.344975
2221.679688	-45.047256
2222.167969	-45.538940
2222.656250	-43.963161
2223.144531	-44.568012
2223.632812	-44.914246
2224.121094	-45.364712
2224.609375	-45.866402
2225.097656	-45.743267
2225.585938	-46.420582
2226.074219	-45.285458
2226.562500	-44.371815
2227.050781	-44.126381
2227.539062	-45.133186
2228.027344	-45.127445
2228.515625	-44.659618
2229.003906	-46.815895
2229.492188	-43.661968
2229.980469	-45.330959
2230.468750	-45.548321
2230.957031	-47.667625
2231.445312	-47.273815
2231.933594	-48.270065
2232.421875	-45.235577
2232.910156	-48.392025
2233.398438	-45.587128
2233.886719	-45.102703
2234.375000	-46.831596
2234.863281	-48.381355
2235.351562	-49.002300
2235.839844	-46.445972
2236.328125	-49.030334
2236.816406	-44.718868
2237.304688	-46.070061
2237.792969	-47.421997
2238.281250	-45.119049
2238.769531	-47.461437
2239.257812	-47.346699
2239.746094	-45.160641
2240.234375	-47.661568
2240.722656	-46.830269
2241.210938	-47.190353
2241.699219	-46.693062
2242.187500	-48.899799
2242.675781	-46.418915
2243.164062	-47.116863
2243.652344	-48.821434
2244.140625	-48.627335
2244.628906	-48.315483
2245.117188	-48.905594
2245.605469	-49.795357
2246.093750	-47.354717
2246.582031	-45.671833
2247.070312	-47.407372
2247.558594	-48.996136
2248.046875	-49.293098
2248.535156	-50.589314
2249.023438	-48.037159
2249.511719	-46.891525
2250.000000	-48.242733
2250.488281	-46.326130
2250.976562	-46.184021
2251.464844	-48.863682
2251.953125	-48.044380
2252.441406	-45.233368
2252.929688	-50.072929
2253.417969	-49.621132
2253.906250	-47.356052
2254.394531	-50.192448
2254.882812	-48.887280
2255.371094	-48.519253
2255.859375	-48.611797
2256.347656	-48.461189
2256.835938	-47.540535
2257.324219	-49.291748
2257.812500	-50.727180
2258.300781	-47.943268
2258.789062	-48.936718
2259.277344	-49.334457
2259.765625	-48.332188
2260.253906	-51.457558
2260.742188	-49.703297
2261.230469	-50.404118
2261.718750	-47.959339
2262.207031	-48.084183
2262.695312	-50.977661
2263.183594	-49.901649
2263.671875	-50.328598
2264.160156	-49.531757
2264.648438	-49.325478
2265.136719	-49.668453
2265.625000	-48.398052
2266.113281	-49.361198
2266.601562	-51.845947
2267.089844	-50.228298
2267.578125	-49.127998
2268.066406	-50.447590
2268.554688	-49.386909
2269.042969	-48.263527
2269.531250	-49.624569
2270.019531	-49.725586
2270.507812	-49.009296
2270.996094	-50.674469
2271.484375	-51.720253
2271.972656	-49.085045
2272.460938	-49.185829
2272.949219	-49.879986
2273.437500	-50.968288
2273.925781	-51.491188
2274.414062	-50.731949
2274.902344	-51.625870
2275.390625	-50.714317
2275.878906	-48.999012
2276.367188	-51.124653
2276.855469	-52.054119
2277.343750	-51.686401
2277.832031	-50.752739
2278.320312	-49.718380
2278.808594	-49.717964
2279.296875	-52.684776
2279.785156	-49.890961
2280.273438	-50.576519
2280.761719	-52.101223
2281.250000	-52.405548
2281.738281	-54.943077
2282.226562	-53.020939
2282.714844	-53.055012
2283.203125	-50.274792
2283.691406	-49.778519
2284.179688	-51.799797
2284.667969	-53.399342
2285.156250	-54.259132
2285.644531	-52.260426
2286.132812	-51.102203
2286.621094	-51.057751
2287.109375	-51.906376
2287.597656	-51.209183
2288.085938	-52.349087
2288.574219	-51.166683
2289.062500	-51.069294
2289.550781	-51.920780
2290.039062	-51.575180
2290.527344	-54.530575
2291.015625	-51.554062
2291.503906	-51.226677
2291.992188	-52.617840
2292.480469	-49.831039
2292.968750	-52.421257
2293.457031	-49.925861
2293.945312	-53.193497
2294.433594	-53.477646
2294.921875	-53.882446
2295.410156	-53.753571
2295.898438	-52.479557
2296.386719	-53.457985
2296.875000	-53.796379
2297.363281	-54.957676
2297.851562	-51.215782
2298.339844	-51.492020
2298.828125	-53.493626
2299.316406	-51.971806
2299.804688	-52.942120
2300.292969	-53.177555
2300.781250	-52.662373
2301.269531	-51.356003
2301.757812	-51.706730
2302.246094	-52.777206
2302.734375	-52.284389
2303.222656	-52.480186
2303.710938	-52.711174
2304.199219	-53.257736
2304.687500	-50.532166
2305.175781	-54.080624
2305.664062	-54.374947
2306.152344	-53.774994
2306.640625	-53.508087
2307.128906	-52.797104
2307.617188	-52.177898
2308.105469	-52.677818
2308.593750	-51.900158
2309.082031	-54.623024
2309.570312	-52.076267
2310.058594	-52.956974
2310.546875	-52.576908
2311.035156	-53.710522
2311.523438	-54.541328
2312.011719	-53.075306
2312.500000	-53.084507
2312.988281	-56.033474
2313.476562	-52.539654
2313.964844	-52.732018
2314.453125	-53.864574
2314.941406	-52.744366
2315.429688	-53.613697
2315.917969	-51.985935
2316.406250	-53.393074
2316.894531	-54.030399
2317.382812	-56.686954
2317.871094	-55.835964
2318.359375	-55.201801
2318.847656	-56.165920
2319.335938	-54.201447
2319.824219	-52.823879
2320.312500	-54.981758
2320.800781	-53.725731
2321.289062	-54.007637
2321.777344	-55.159374
2322.265625	-55.490440
2322.753906	-55.260498
2323.242188	-54.412727
2323.730469	-54.203777
2324.218750	-52.466507
2324.707031	-53.877480
2325.195312	-55.905067
2325.683594	-55.773338
2326.171875	-53.866600
2326.660156	-54.809605
2327.148438	-54.433155
2327.636719	-51.854282
2328.125000	-51.962143
2328.613281	-52.901249
2329.101562	-56.437416
2329.589844	-53.180458
2330.078125	-54.350140
2330.566406	-52.994011
2331.054688	-54.612743
2331.542969	-51.950882
2332.031250	-52.327747
2332.519531	-56.308014
2333.007812	-56.692554
2333.496094	-55.011322
2333.984375	-55.204727
2334.472656	-55.612957
2334.960938	-56.043537
2335.449219	-55.004715
2335.937500	-56.095085
2336.425781	-55.758526
2336.914062	-56.039619
2337.402344	-55.159428
2337.890625	-55.893551
2338.378906	-55.144146
2338.867188	-53.792030
2339.355469	-54.048141
2339.843750	-54.720833
2340.332031	-54.686890
2340.820312	-53.831440
2341.308594	-54.567940
2341.796875	-55.421413
2342.285156	-56.549290
2342.773438	-56.288265
2343.261719	-54.793385
2343.750000	-56.098270
2344.238281	-56.483093
2344.726562	-55.489910
2345.214844	-56.909580
2345.703125	-55.400879
2346.191406	-55.100845
2346.679688	-52.228291
2347.167969	-54.255550
2347.656250	-54.842224
2348.144531	-57.010460
2348.632812	-57.726311
2349.121094	-57.307621
2349.609375	-56.944160
2350.097656	-55.899647
2350.585938	-58.233707
2351.074219	-55.113018
2351.562500	-55.506168
2352.050781	-54.134796
2352.539062	-54.685024
2353.027344	-57.508919
2353.515625	-57.777874
2354.003906	-55.436192
2354.492188	-56.177357
2354.980469	-56.179157
2355.468750	-56.365616
2355.957031	-56.176708
2356.445312	-56.266449
2356.933594	-55.366138
2357.421875	-56.266521
2357.910156	-56.094372
2358.398438	-57.739014
2358.886719	-55.822044
2359.375000	-55.341427
2359.863281	-59.041763
2360.351562	-58.014679
2360.839844	-56.045300
2361.328125	-57.466526
2361.816406	-56.536785
2362.304688	-55.612793
2362.792969	-54.360558
2363.281250	-56.620247
2363.769531	-56.300930
2364.257812	-55.569649
2364.746094	-55.219246
2365.234375	-55.955601
2365.722656	-57.061275
2366.210938	-57.607033
2366.699219	-56.567738
2367.187500	-55.415730
2367.675781	-56.413425
2368.164062	-56.587364
2368.652344	-55.346413
2369.140625	-56.570576
2369.628906	-55.698654
2370.117188	-56.279987
2370.605469	-57.624271
2371.093750	-57.292248
2371.582031	-56.422508
2372.070312	-57.140015
2372.558594	-57.618004
2373.046875	-57.930836
2373.535156	-56.841595
2374.023438	-58.274563
2374.511719	-57.063572
2375.000000	-57.483868
2375.488281	-56.772213
2375.976562	-57.351498
2376.464844	-55.813972
2376.953125	-57.366791
2377.441406	-59.637051
2377.929688	-57.207611
2378.417969	-56.059723
2378.906250	-55.173466
2379.394531	-57.615852
2379.882812	-57.364952
2380.371094	-59.534477
2380.859375	-56.310188
2381.347656	-57.836323
2381.835938	-58.175823
2382.324219	-58.370312
2382.812500	-56.391094
2383.300781	-55.307972
2383.789062	-57.285645
2384.277344	-57.833370
2384.765625	-59.307030
2385.253906	-55.897888
2385.742188	-58.187645
2386.230469	-55.635071
2386.718750	-56.347767
2387.207031	-58.054043
2387.695312	-59.654625
2388.183594	-55.757259
2388.671875	-59.902405
2389.160156	-58.405861
2389.648438	-56.635292
2390.136719	-58.682667
2390.625000	-58.748428
2391.113281	-57.143368
2391.601562	-56.824772
2392.089844	-55.982864
2392.578125	-56.610020
2393.066406	-56.691898
2393.554688	-55.962666
2394.042969	-57.993633
2394.531250	-57.531994
2395.019531	-55.089046
2395.507812	-57.859905
2395.996094	-59.116272
2396.484375	-57.221741
2396.972656	-61.066277
2397.460938	-55.061665
2397.949219	-57.100201
2398.437500	-56.712173
2398.925781	-57.543797
2399.414062	-58.401424
2399.902344	-56.711178
2400.390625	-57.713539
2400.878906	-57.548550
2401.367188	-57.674419
2401.855469	-55.592274
2402.343750	-56.667694
2402.832031	-57.172504
2403.320312	-58.139008
2403.808594	-54.533306
2404.296875	-56.273411
2404.785156	-58.202713
2405.273438	-56.978580
2405.761719	-58.366531
2406.250000	-60.251781
2406.738281	-58.729603
2407.226562	-56.940849
2407.714844	-57.175201
2408.203125	-61.067974
2408.691406	-59.671440
2409.179688	-58.355816
2409.667969	-60.217319
2410.156250	-58.893997
2410.644531	-58.473747
2411.132812	-57.572933
2411.621094	-55.257320
2412.109375	-59.354057
2412.597656	-58.039772
2413.085938	-58.764400
2413.574219	-56.793396
2414.062500	-57.518524
2414.550781	-57.580181
2415.039062	-57.108429
2415.527344	-57.134796
2416.015625	-56.183876
2416.503906	-57.381844
2416.992188	-56.742741
2417.480469	-57.491360
2417.968750	-57.263054
2418.457031	-55.315197
2418.945312	-56.963860
2419.433594	-58.014893
2419.921875	-58.223068
2420.410156	-57.694420
2420.898438	-56.718548
2421.386719	-58.632271
2421.875000	-56.808327
2422.363281	-59.690208
2422.851562	-60.744530
2423.339844	-55.844238
2423.828125	-59.936951
2424.316406	-57.852165
2424.804688	-59.677750
2425.292969	-60.652515
2425.781250	-57.886742
2426.269531	-58.384052
2426.757812	-59.756840
2427.246094	-57.772255
2427.734375	-58.596603
2428.222656	-58.259529
2428.710938	-61.714108
2429.199219	-60.124584
2429.687500	-57.366714
2430.175781	-57.667389
2430.664062	-56.032726
2431.152344	-57.823990
2431.640625	-58.396862
2432.128906	-58.808964
2432.617188	-57.412174
2433.105469	-58.721767
2433.593750	-59.285065
2434.082031	-59.413471
2434.570312	-57.358482
2435.058594	-57.720955
2435.546875	-60.871471
2436.035156	-58.918118
2436.523438	-57.596096
2437.011719	-60.255470
2437.500000	-60.303089
2437.988281	-58.918690
2438.476562	-58.392616
2438.964844	-57.022491
2439.453125	-57.643776
2439.941406	-58.955242
2440.429688	-62.350952
2440.917969	-59.485233
2441.406250	-58.715969
2441.894531	-59.827900
2442.382812	-60.474983
2442.871094	-58.310421
2443.359375	-60.132519
2443.847656	-56.350094
2444.335938	-58.197685
2444.824219	-59.556065
2445.312500	-60.011219
2445.800781	-60.222088
2446.289062	-58.232632
2446.777344	-58.031010
2447.265625	-58.392357
2447.753906	-59.603058
2448.242188	-59.435513
2448.730469	-58.923409
2449.218750	-58.952972
2449.707031	-58.739838
2450.195312	-58.444321
2450.683594	-57.518402
2451.171875	-57.845562
2451.660156	-60.788330
2452.148438	-57.165375
2452.636719	-58.265114
2453.125000	-57.920361
2453.613281	-57.728748
2454.101562	-59.285282
2454.589844	-58.698795
2455.078125	-59.188389
2455.566406	-59.004295
2456.054688	-60.012356
2456.542969	-61.324146
2457.031250	-57.758213
2457.519531	-57.513340
2458.007812	-57.994774
2458.496094	-56.288570
2458.984375	-60.934261
2459.472656	-61.144276
2459.960938	-58.385700
2460.449219	-57.378860
2460.937500	-58.592419
2461.425781	-58.945675
2461.914062	-59.636700
2462.402344	-59.275246
2462.890625	-57.606342
2463.378906	-57.926369
2463.867188	-58.800850
2464.355469	-57.245686
2464.843750	-60.316830
2465.332031	-59.848000
2465.820312	-59.697144
2466.308594	-59.379986
2466.796875	-57.924320
2467.285156	-60.068195
2467.773438	-59.076881
2468.261719	-60.029530
2468.750000	-58.569916
2469.238281	-60.640728
2469.726562	-61.373791
2470.214844	-59.126465
2470.703125	-59.608154
2471.191406	-59.236618
2471.679688	-59.325779
2472.167969	-60.804054
2472.656250	-59.568489
2473.144531	-56.831982
2473.632812	-58.119064
2474.121094	-61.597950
2474.609375	-59.779510
2475.097656	-60.051075
2475.585938	-61.874393
2476.074219	-58.021141
2476.562500	-58.677082
2477.050781	-59.577827
2477.539062	-60.605350
2478.027344	-61.244015
2478.515625	-58.628845
2479.003906	-58.955559
2479.492188	-59.261501
2479.980469	-59.033649
2480.468750	-59.957890
2480.957031	-59.853523
2481.445312	-59.726471
2481.933594	-58.197861
2482.421875	-59.583775
2482.910156	-58.848862
2483.398438	-59.250900
2483.886719	-60.519764
2484.375000	-61.676456
2484.863281	-58.751858
2485.351562	-59.279755
2485.839844	-59.812359
2486.328125	-57.685104
2486.816406	-58.484917
2487.304688	-58.623302
2487.792969	-61.343102
2488.281250	-62.273460
2488.769531	-59.124466
2489.257812	-58.745041
2489.746094	-57.584915
2490.234375	-58.975765
2490.722656	-58.458923
2491.210938	-59.476376
2491.699219	-60.556362
2492.187500	-61.194122
2492.675781	-60.163490
2493.164062	-60.132694
2493.652344	-59.106693
2494.140625	-57.938446
2494.628906	-60.314053
2495.117188	-59.638405
2495.605469	-61.187801
2496.093750	-58.441463
2496.582031	-59.754700
2497.070312	-59.179272
2497.558594	-59.270889
2498.046875	-59.791573
2498.535156	-59.764721
2499.023438	-58.502071
2499.511719	-60.770317
2500.000000	-59.867409
2500.488281	-60.847157
2500.976562	-57.512459
2501.464844	-60.917370
2501.953125	-59.948265
2502.441406	-60.317631
2502.929688	-57.498512
2503.417969	-58.485653
2503.906250	-60.445560
2504.394531	-60.547733
2504.882812	-60.325253
2505.371094	-60.082832
2505.859375	-59.634476
2506.347656	-59.597878
2506.835938	-59.472542
2507.324219	-60.742081
2507.812500	-58.442608
2508.300781	-59.200386
2508.789062	-59.728333
2509.277344	-59.343777
2509.765625	-59.697815
2510.253906	-58.697716
2510.742188	-59.861919
2511.230469	-59.952148
2511.718750	-62.685802
2512.207031	-57.986145
2512.695312	-59.278366
2513.183594	-61.699627
2513.671875	-59.379345
2514.160156	-58.807182
2514.648438	-59.976112
2515.136719	-60.184986
2515.625000	-59.524178
2516.113281	-58.125755
2516.601562	-60.212101
2517.089844	-60.311859
2517.578125	-59.843697
2518.066406	-59.824982
2518.554688	-58.806808
2519.042969	-59.586765
2519.531250	-60.622486
2520.019531	-59.538315
2520.507812	-59.090172
2520.996094	-62.554840
2521.484375	-61.008747
2521.972656	-59.977531
2522.460938	-59.976879
2522.949219	-59.643852
2523.437500	-61.785995
2523.925781	-59.471813
2524.414062	-60.820908
2524.902344	-59.445625
2525.390625	-59.557575
2525.878906	-61.355789
2526.367188	-59.876888
2526.855469	-60.379696
2527.343750	-61.249565
2527.832031	-59.687099
2528.320312	-58.388130
2528.808594	-60.192680
2529.296875	-58.668076
2529.785156	-61.361065
2530.273438	-59.524239
2530.761719	-59.762459
2531.250000	-59.684418
2531.738281	-59.797523
2532.226562	-59.036472
2532.714844	-59.749329
2533.203125	-59.829174
2533.691406	-61.313324
2534.179688	-61.451500
2534.667969	-60.956505
2535.156250	-62.254383
2535.644531	-62.033592
2536.132812	-59.266197
2536.621094	-60.763477
2537.109375	-60.616570
2537.597656	-61.877037
2538.085938	-60.361164
2538.574219	-59.959312
2539.062500	-59.005116
2539.550781	-61.700638
2540.039062	-62.131069
2540.527344	-61.041813
2541.015625	-58.350857
2541.503906	-60.768913
2541.992188	-60.706482
2542.480469	-58.147789
2542.968750	-58.633244
2543.457031	-59.865936
2543.945312	-59.387165
2544.433594	-58.961079
2544.921875	-59.830692
2545.410156	-61.196949
2545.898438	-62.249348
2546.386719	-60.033192
2546.875000	-58.786461
2547.363281	-61.138321
2547.851562	-60.431988
2548.339844	-59.420795
2548.828125	-60.302437
2549.316406	-60.890884
2549.804688	-58.568497
2550.292969	-60.728210
2550.781250	-57.931648
2551.269531	-59.898026
2551.757812	-60.107677
2552.246094	-60.483086
2552.734375	-59.781570
2553.222656	-58.482193
2553.710938	-59.218750
2554.199219	-58.787556
2554.687500	-59.997322
2555.175781	-63.560417
2555.664062	-64.337006
2556.152344	-60.623028
2556.640625	-59.798569
2557.128906	-59.542545
2557.617188	-60.723961
2558.105469	-58.303696
2558.593750	-60.652985
2559.082031	-59.211651
2559.570312	-60.153534
2560.058594	-58.691082
2560.546875	-59.086220
2561.035156	-59.434772
2561.523438	-60.590889
2562.011719	-62.832264
2562.500000	-61.153782
2562.988281	-61.251598
2563.476562	-60.337879
2563.964844	-60.990368
2564.453125	-58.673988
2564.941406	-59.516872
2565.429688	-59.964409
2565.917969	-62.708458
2566.406250	-61.528580
2566.894531	-60.020252
2567.382812	-59.298283
2567.871094	-60.227024
2568.359375	-60.518703
2568.847656	-60.108006
2569.335938	-61.616833
2569.824219	-60.966869
2570.312500	-60.567543
2570.800781	-58.416996
2571.289062	-59.881256
2571.777344	-59.797527
2572.265625	-61.172428
2572.753906	-61.662014
2573.242188	-59.357403
2573.730469	-61.346230
2574.218750	-60.021584
