Frequency (Hz)	Level (dB)				
4369.894409	-47.665813				
4371.240234	-48.321289				
4372.58606	-49.338463				
4373.931885	-49.371887				
4375.27771	-49.855549				
4376.623535	-48.902046				
4377.96936	-49.83313				
4379.315186	-49.537048				
4380.661011	-49.823769				
4382.006836	-49.467934				
4383.352661	-50.17643				
4384.698486	-50.374718				
4386.044312	-49.80817				
4387.390137	-50.78949				
4388.735962	-49.765751				
4390.081787	-50.960285				
4391.427612	-51.056488				
4392.773438	-50.392498				
4394.119263	-51.1203				
4395.465088	-51.272648				
4396.810913	-51.555744				
4398.156738	-51.366543				
4399.502563	-52.786266				
4400.848389	-52.497982				
4402.194214	-52.991074				
4403.540039	-53.170113				
4404.885864	-52.645008				
4406.231689	-52.22308				
4407.577515	-53.465199				
4408.92334	-53.004375				
4410.269165	-54.186348				
4411.61499	-52.61282				
4412.960815	-53.597885				
4414.306641	-54.24527				
4415.652466	-53.73542				
4416.998291	-53.765484				
4418.344116	-52.882671				
4419.689941	-54.202515				
4421.035767	-53.339085				
4422.381592	-53.710209				
4423.727417	-54.536694				
4425.073242	-53.845158				
4426.419067	-53.930065				
4427.764893	-55.803452				
4429.110718	-54.65929				
4430.456543	-54.818848				
4431.802368	-54.631966				
4433.148193	-55.033432				
4434.494019	-55.164169				
4435.839844	-54.496155				
4437.185669	-55.925724				
4438.531494	-55.141708				
4439.877319	-55.784569				
4441.223145	-55.639893				
4442.56897	-55.564476				
4443.914795	-56.679016				
4445.26062	-57.357136				
4446.606445	-56.825165				
4447.952271	-57.039577				
4449.298096	-55.861996				
4450.643921	-55.744797				
4451.989746	-56.546844				
4453.335571	-55.666016				
4454.681396	-57.533173				
4456.027222	-56.026253				
4457.373047	-56.816265				
4458.718872	-56.413734				
4460.064697	-56.896297				
4461.410522	-57.00946				
4462.756348	-56.929443				
4464.102173	-56.953655				
4465.447998	-57.718506				
4466.793823	-56.635517				
4468.139648	-56.142876				
4469.485474	-56.080849				
4470.831299	-57.525703				
4472.177124	-57.521904				
4473.522949	-58.111664				
4474.868774	-57.306835				
4476.2146	-57.025902				
4477.560425	-58.247562				
4478.90625	-57.52277				
4480.252075	-57.037334				
4481.5979	-57.204601				
4482.943726	-57.571396				
4484.289551	-58.022221				
4485.635376	-58.147121				
4486.981201	-58.318825				
4488.327026	-57.629169				
4489.672852	-58.754509				
4491.018677	-59.205868				
4492.364502	-59.061489				
4493.710327	-59.190514				
4495.056152	-59.084843				
4496.401978	-58.638676				
4497.747803	-59.821014				
4499.093628	-57.267883				
4500.439453	-57.888428				
4501.785278	-58.089302				
4503.131104	-59.259552				
4504.476929	-58.192413				
4505.822754	-58.535583				
4507.168579	-59.980766				
4508.514404	-58.305157				
4509.860229	-58.55851				
4511.206055	-60.463066				
4512.55188	-60.204121				
4513.897705	-58.259274				
4515.24353	-59.093132				
4516.589355	-59.058849				
4517.935181	-60.20985				
4519.281006	-58.509094				
4520.626831	-58.346054				
4521.972656	-58.866432				
4523.318481	-59.361839				
4524.664307	-60.078133				
4526.010132	-59.94804				
4527.355957	-59.403229				
4528.701782	-60.129925				
4530.047607	-60.717216				
4531.393433	-59.026005				
4532.739258	-59.716255				
4534.085083	-60.245792				
4535.430908	-59.974125				
4536.776733	-60.382805				
4538.122559	-59.453156				
4539.468384	-60.271805				
4540.814209	-60.441757				
4542.160034	-60.588081				
4543.505859	-60.289757				
4544.851685	-59.921314				
4546.19751	-60.317276				
4547.543335	-60.944622				
4548.88916	-60.45425				
4550.234985	-59.971367				
4551.580811	-60.592426				
4552.926636	-60.811031				
4554.272461	-60.837055				
4555.618286	-61.174755				
4556.964111	-61.00256				
4558.309937	-61.305672				
4559.655762	-61.357849				
4561.001587	-59.993191				
4562.347412	-60.426083				
4563.693237	-60.471401				
4565.039062	-60.212452				
4566.384888	-61.489304				
4567.730713	-61.787388				
4569.076538	-60.258667				
4570.422363	-60.531628				
4571.768188	-60.833736				
4573.114014	-60.097996				
4574.459839	-60.908161				
4575.805664	-60.44241				
4577.151489	-61.266998				
4578.497314	-61.437656				
4579.84314	-60.398289				
4581.188965	-61.125435				
4582.53479	-60.970287				
4583.880615	-61.139484				
4585.22644	-61.166954				
4586.572266	-60.38921				
4587.918091	-62.203869				
4589.263916	-61.826042				
4590.609741	-60.600376				
4591.955566	-62.181656				
4593.301392	-61.608513				
4594.647217	-62.712376				
4595.993042	-62.551273				
4597.338867	-60.598701				
4598.684692	-60.707176				
4600.030518	-61.397781				
4601.376343	-61.120716				
4602.722168	-60.698071				
4604.067993	-60.648376				
4605.413818	-61.039326				
4606.759644	-62.60936				
4608.105469	-61.326233				
4609.451294	-60.800995				
4610.797119	-61.402184				
4612.142944	-61.702316				
4613.48877	-60.38826				
4614.834595	-61.587555				
4616.18042	-62.036457				
4617.526245	-60.98151				
4618.87207	-61.686474				
4620.217896	-60.776218				
4621.563721	-60.638157				
4622.909546	-61.758259				
4624.255371	-61.427299				
4625.601196	-61.701015				
4626.947021	-61.142174				
4628.292847	-61.090988				
4629.638672	-61.801357				
4630.984497	-61.243465				
4632.330322	-62.181168				
4633.676147	-61.865036				
4635.021973	-61.491653				
4636.367798	-60.822227				
4637.713623	-60.921711				
4639.059448	-61.708607				
4640.405273	-62.151871				
4641.751099	-60.264301				
4643.096924	-61.007423				
4644.442749	-60.72702				
4645.788574	-61.509323				
4647.134399	-61.563217				
4648.480225	-60.770012				
4649.82605	-61.918736				
4651.171875	-62.334404				
4652.5177	-61.084812				
4653.863525	-60.577824				
4655.209351	-61.221634				
4656.555176	-61.389454				
4657.901001	-60.365383				
4659.246826	-61.290852				
4660.592651	-60.879574				
4661.938477	-62.360897				
4663.284302	-60.789806				
4664.630127	-60.586582				
4665.975952	-60.184032				
4667.321777	-60.946491				
4668.667603	-61.435379				
4670.013428	-61.90065				
4671.359253	-61.793831				
4672.705078	-61.674885				
4674.050903	-62.508198				
4675.396729	-60.990856				
4676.742554	-62.121067				
4678.088379	-62.152702				
4679.434204	-62.182911				
4680.780029	-60.615967				
4682.125854	-61.161701				
4683.47168	-61.084827				
4684.817505	-61.187016				
4686.16333	-61.209877				
4687.509155	-60.855804				
4688.85498	-60.142014				
4690.200806	-60.273144				
4691.546631	-61.136471				
4692.892456	-61.068581				
4694.238281	-61.406719				
4695.584106	-59.886635				
4696.929932	-60.888569				
4698.275757	-60.511787				
4699.621582	-59.024998				
4700.967407	-59.737595				
4702.313232	-60.662888				
4703.659058	-61.457352				
4705.004883	-60.540112				
4706.350708	-59.853424				
4707.696533	-59.728821				
4709.042358	-60.146263				
4710.388184	-60.516167				
4711.734009	-59.456314				
4713.079834	-59.731678				
4714.425659	-60.533741				
4715.771484	-60.267384				
4717.11731	-59.984108				
4718.463135	-60.311111				
4719.80896	-60.751442				
4721.154785	-61.174644				
4722.50061	-59.963467				
4723.846436	-59.586498				
4725.192261	-61.548115				
4726.538086	-60.380283				
4727.883911	-59.599915				
4729.229736	-59.272831				
4730.575562	-59.268353				
4731.921387	-59.609951				
4733.267212	-59.642826				
4734.613037	-59.419327				
4735.958862	-60.533619				
4737.304688	-58.953579				
4738.650513	-58.383053				
4739.996338	-59.244076				
4741.342163	-59.683109				
4742.687988	-58.217247				
4744.033813	-58.254433				
4745.379639	-59.298847				
4746.725464	-59.61517				
4748.071289	-60.214432				
4749.417114	-59.432766				
4750.762939	-59.658974				
4752.108765	-58.709118				
4753.45459	-58.248909				
4754.800415	-58.397472				
4756.14624	-58.718353				
4757.492065	-58.24411				
4758.837891	-59.261803				
4760.183716	-59.789867				
4761.529541	-59.717937				
4762.875366	-58.286011				
4764.221191	-57.870575				
4765.567017	-58.127853				
4766.912842	-57.741589				
4768.258667	-57.751389				
4769.604492	-58.209675				
4770.950317	-56.719841				
4772.296143	-58.229038				
4773.641968	-57.952984				
4774.987793	-57.386177				
4776.333618	-57.118099				
4777.679443	-57.986607				
4779.025269	-57.234264				
4780.371094	-56.755299				
4781.716919	-56.402557				
4783.062744	-57.325565				
4784.408569	-57.270821				
4785.754395	-57.284454				
4787.10022	-56.264206				
4788.446045	-55.553787				
4789.79187	-57.388702				
4791.137695	-57.14698				
4792.483521	-56.223591				
4793.829346	-56.233986				
4795.175171	-55.058594				
4796.520996	-55.094692				
4797.866821	-56.903442				
4799.212646	-55.982735				
4800.558472	-56.474964				
4801.904297	-55.548534				
4803.250122	-54.51701				
4804.595947	-56.579807				
4805.941772	-55.360477				
4807.287598	-54.884903				
4808.633423	-54.583317				
4809.979248	-56.195911				
4811.325073	-54.851921				
4812.670898	-54.100086				
4814.016724	-54.218361				
4815.362549	-54.046749				
4816.708374	-54.478104				
4818.054199	-54.3531				
4819.400024	-53.762985				
4820.74585	-54.615238				
4822.091675	-53.300541				
4823.4375	-53.390293				
4824.783325	-53.099632				
4826.12915	-53.329689				
4827.474976	-52.984329				
4828.820801	-52.710579				
4830.166626	-52.906052				
4831.512451	-54.153519				
4832.858276	-52.401371				
4834.204102	-52.411201				
4835.549927	-52.266903				
4836.895752	-52.183365				
4838.241577	-51.791756				
4839.587402	-52.903904				
4840.933228	-52.736649				
4842.279053	-52.106213				
4843.624878	-51.302513				
4844.970703	-51.362404				
4846.316528	-51.610386				
4847.662354	-50.457294				
4849.008179	-51.401516				
4850.354004	-52.062855				
4851.699829	-51.456043				
4853.045654	-51.238995				
4854.391479	-50.574486				
4855.737305	-49.870468				
4857.08313	-50.890457				
4858.428955	-51.278069				
4859.77478	-50.578121				
4861.120605	-50.042538				
4862.466431	-50.933041				
4863.812256	-50.908455				
4865.158081	-51.452152				
4866.503906	-50.274147				
4867.849731	-50.764523				
4869.195557	-50.181499				
4870.541382	-50.405998				
4871.887207	-50.296959				
4873.233032	-50.51667				
4874.578857	-50.151527				
4875.924683	-50.762543				
4877.270508	-51.06094				
4878.616333	-51.981361				
4879.962158	-51.512657				
4881.307983	-51.327454				
4882.653809	-52.182758				
4883.999634	-51.285572				
4885.345459	-50.686329				
4886.691284	-51.136509				
4888.037109	-52.232784				
4889.382935	-51.531578				
4890.72876	-51.756805				
4892.074585	-52.474224				
4893.42041	-52.474941				
4894.766235	-52.203972				
4896.112061	-52.927273				
4897.457886	-52.832962				
4898.803711	-52.995625				
4900.149536	-52.720921				
4901.495361	-53.657761				
4902.841187	-53.597126				
4904.187012	-54.230278				
4905.532837	-53.831039				
4906.878662	-54.015774				
4908.224487	-54.601849				
4909.570312	-53.492641				
4910.916138	-52.896084				
4912.261963	-54.936634				
4913.607788	-55.03857				
4914.953613	-53.972656				
4916.299438	-54.315788				
4917.645264	-55.638004				
4918.991089	-55.424789				
4920.336914	-55.874565				
4921.682739	-55.153992				
4923.028564	-55.411106				
4924.37439	-56.085182				
4925.720215	-54.982635				
4927.06604	-55.561844				
4928.411865	-56.854126				
4929.75769	-55.958652				
4931.103516	-56.102951				
4932.449341	-56.835674				
4933.795166	-56.176369				
4935.140991	-56.690769				
4936.486816	-55.968971				
4937.832642	-57.160854				
4939.178467	-57.619751				
4940.524292	-57.869579				
4941.870117	-58.412769				
4943.215942	-57.360661				
4944.561768	-57.058472				
4945.907593	-58.165966				
4947.253418	-57.937088				
4948.599243	-58.075981				
4949.945068	-58.407494				
4951.290894	-57.557961				
4952.636719	-59.410652				
4953.982544	-57.566761				
4955.328369	-58.025509				
4956.674194	-59.368511				
4958.02002	-58.718418				
4959.365845	-58.249454				
4960.71167	-58.674885				
4962.057495	-58.647404				
4963.40332	-59.201313				
4964.749146	-58.005024				
4966.094971	-59.261456				
4967.440796	-59.976582				
4968.786621	-60.730694				
4970.132446	-60.106602				
4971.478271	-59.055824				
4972.824097	-59.210938				
4974.169922	-59.905193				
4975.515747	-58.938671				
4976.861572	-59.41074				
4978.207397	-59.113617				
4979.553223	-60.184875				
4980.899048	-61.021912				
4982.244873	-59.6987				
4983.590698	-60.879948				
4984.936523	-61.565937				
4986.282349	-61.333115				
4987.628174	-61.561729				
4988.973999	-60.12735				
4990.319824	-60.09367				
4991.665649	-60.106113				
4993.011475	-61.199265				
4994.3573	-61.107204				
4995.703125	-59.896347				
4997.04895	-61.455273				
4998.394775	-60.557941				
4999.740601	-62.077545				
5001.086426	-61.59837				
5002.432251	-62.467941				
5003.778076	-61.491478				
5005.123901	-62.622723				
5006.469727	-63.714733				
5007.815552	-61.535522				
5009.161377	-60.506878				
5010.507202	-62.951954				
5011.853027	-62.015335				
5013.198853	-61.965801				
5014.544678	-61.378975				
5015.890503	-62.105076				
5017.236328	-62.360138				
5018.582153	-61.647495				
5019.927979	-62.423767				
5021.273804	-62.203918				
5022.619629	-61.929886				
5023.965454	-61.740887				
5025.311279	-63.856255				
5026.657104	-62.777771				
5028.00293	-63.200653				
5029.348755	-63.308704				
5030.69458	-63.369434				
5032.040405	-63.172626				
5033.38623	-63.468132				
5034.732056	-62.836029				
5036.077881	-62.755543				
5037.423706	-62.315483				
5038.769531	-62.602013				
5040.115356	-62.766495				
5041.461182	-64.144852				
5042.807007	-63.862423				
5044.152832	-62.840916				
5045.498657	-63.912971				
5046.844482	-63.928875				
5048.190308	-64.465431				
5049.536133	-63.203381				
5050.881958	-63.341507				
5052.227783	-63.93277				
5053.573608	-62.913757				
5054.919434	-64.840309				
5056.265259	-64.032944				
5057.611084	-63.600933				
5058.956909	-64.345695				
5060.302734	-64.065712				
5061.64856	-64.662186				
5062.994385	-64.038063				
5064.34021	-64.518524				
5065.686035	-63.539452				
5067.03186	-63.770401				
5068.377686	-64.60762				
5069.723511	-64.515068				
5071.069336	-64.819138				
5072.415161	-64.001534				
5073.760986	-64.615158				
5075.106812	-64.663155				
5076.452637	-63.907688				
5077.798462	-64.430725				
5079.144287	-64.215576				
5080.490112	-65.364876				
5081.835938	-64.552834				
5083.181763	-64.895683				
5084.527588	-63.935081				
5085.873413	-63.409985				
5087.219238	-64.076912				
5088.565063	-64.896591				
5089.910889	-63.923153				
5091.256714	-64.557899				
5092.602539	-64.943787				
5093.948364	-64.522316				
5095.294189	-64.651619				
5096.640015	-64.314293				
5097.98584	-64.453354				
5099.331665	-64.015121				
5100.67749	-64.447922				
5102.023315	-65.073982				
5103.369141	-64.396645				
5104.714966	-64.557426				
5106.060791	-64.069832				
5107.406616	-64.884872				
5108.752441	-65.525597				
5110.098267	-65.625145				
5111.444092	-66.114609				
5112.789917	-63.959934				
5114.135742	-64.847992				
5115.481567	-65.070526				
5116.827393	-66.275215				
5118.173218	-66.382996				
5119.519043	-65.45916				
5120.864868	-66.048096				
5122.210693	-64.859352				
5123.556519	-65.445015				
5124.902344	-65.657951				
5126.248169	-65.289993				
5127.593994	-64.182541				
5128.939819	-65.430679				
5130.285645	-64.697121				
5131.63147	-66.165436				
5132.977295	-64.751755				
5134.32312	-64.794228				
5135.668945	-65.239517				
5137.014771	-65.515182				
5138.360596	-65.430336				
5139.706421	-65.190651				
5141.052246	-65.203529				
5142.398071	-65.521851				
5143.743896	-65.084412				
5145.089722	-65.04287				
5146.435547	-66.02713				
5147.781372	-65.325851				
5149.127197	-65.616501				
5150.473022	-65.665176				
5151.818848	-66.173187				
5153.164673	-65.398956				
5154.510498	-66.102631				
5155.856323	-66.305199				
5157.202148	-66.523918				
5158.547974	-65.982437				
5159.893799	-66.331139				
5161.239624	-65.586517				
5162.585449	-65.145271				
5163.931274	-65.36908				
5165.2771	-65.746613				
5166.622925	-65.861572				
5167.96875	-66.046066				
5169.314575	-66.887527				
5170.6604	-65.153725				
5172.006226	-65.02758				
5173.352051	-65.778984				
5174.697876	-65.717239				
5176.043701	-65.805176				
5177.389526	-66.203369				
5178.735352	-66.105316				
5180.081177	-66.6558				
5181.427002	-65.346771				
5182.772827	-66.084846				
5184.118652	-65.519913				
5185.464478	-65.647385				
5186.810303	-65.350876				
5188.156128	-65.455421				
5189.501953	-66.028984				
5190.847778	-65.370079				
5192.193604	-65.517151				
5193.539429	-65.081085				
5194.885254	-65.873749				
5196.231079	-65.45871				
5197.576904	-64.682587				
5198.922729	-64.050446				
5200.268555	-65.119789				
5201.61438	-66.253029				
5202.960205	-65.788574				
5204.30603	-66.413124				
5205.651855	-65.425606				
5206.997681	-64.623772				
5208.343506	-64.190567				
5209.689331	-65.544113				
5211.035156	-64.443817				
5212.380981	-65.482285				
5213.726807	-64.752853				
5215.072632	-64.740219				
5216.418457	-64.324371				
5217.764282	-64.178139				
5219.110107	-65.054985				
5220.455933	-65.772751				
5221.801758	-65.566246				
5223.147583	-64.972374				
5224.493408	-65.312157				
5225.839233	-64.567245				
5227.185059	-64.433662				
5228.530884	-65.508057				
5229.876709	-65.092743				
5231.222534	-65.262093				
5232.568359	-64.797661				
5233.914185	-65.112305				
5235.26001	-63.509224				
5236.605835	-65.047302				
5237.95166	-64.180878				
5239.297485	-64.872154				
5240.643311	-64.140976				
5241.989136	-63.948318				
5243.334961	-64.133713				
5244.680786	-64.923035				
5246.026611	-64.262695				
5247.372437	-65.254982				
5248.718262	-64.444649				
5250.064087	-64.255577				
5251.409912	-64.40834				
5252.755737	-64.43605				
5254.101562	-64.375793				
5255.447388	-64.371803				
5256.793213	-63.823952				
5258.139038	-63.323334				
5259.484863	-63.20322				
5260.830688	-63.767521				
5262.176514	-64.244751				
5263.522339	-63.135445				
5264.868164	-63.174133				
5266.213989	-64.490479				
5267.559814	-64.476677				
5268.90564	-63.402397				
5270.251465	-62.710854				
5271.59729	-63.247696				
5272.943115	-63.406281				
5274.28894	-63.181023				
5275.634766	-64.051651				
5276.980591	-63.11718				
5278.326416	-62.919388				
5279.672241	-62.061977				
5281.018066	-62.649559				
5282.363892	-63.615318				
5283.709717	-62.952381				
5285.055542	-61.91309				
5286.401367	-62.116238				
5287.747192	-62.845188				
5289.093018	-62.938591				
5290.438843	-62.45108				
5291.784668	-61.589596				
5293.130493	-63.42588				
5294.476318	-61.878227				
5295.822144	-62.635418				
5297.167969	-62.301609				
5298.513794	-62.5378				
5299.859619	-60.943367				
5301.205444	-62.939976				
5302.55127	-61.536133				
5303.897095	-60.540855				
5305.24292	-61.504028				
5306.588745	-60.851028				
5307.93457	-61.477039				
5309.280396	-61.118023				
5310.626221	-60.604324				
5311.972046	-60.75486				
5313.317871	-61.445377				
5314.663696	-60.769512				
5316.009521	-60.953766				
5317.355347	-61.98278				
5318.701172	-60.958363				
5320.046997	-61.214619				
5321.392822	-60.555416				
5322.738647	-60.23185				
5324.084473	-60.561321				
5325.430298	-60.673878				
5326.776123	-61.23893				
5328.121948	-59.705853				
5329.467773	-59.818619				
5330.813599	-59.337101				
5332.159424	-61.368618				
5333.505249	-61.044823				
5334.851074	-59.882118				
5336.196899	-58.979652				
5337.542725	-59.125675				
5338.88855	-58.892021				
5340.234375	-59.081654				
5341.5802	-58.837944				
5342.926025	-60.495693				
5344.271851	-58.942131				
5345.617676	-58.079891				
5346.963501	-59.220428				
5348.309326	-58.733158				
5349.655151	-58.16217				
5351.000977	-58.001976				
5352.346802	-57.985493				
5353.692627	-58.156403				
5355.038452	-57.544338				
5356.384277	-57.960098				
5357.730103	-58.224812				
5359.075928	-57.578247				
5360.421753	-58.065689				
5361.767578	-56.302227				
5363.113403	-56.719402				
5364.459229	-56.217541				
5365.805054	-56.996048				
5367.150879	-56.626682				
5368.496704	-56.654385				
5369.842529	-56.145973				
5371.188354	-56.902714				
5372.53418	-56.943066				
5373.880005	-57.029938				
5375.22583	-56.606571				
5376.571655	-55.615227				
5377.91748	-56.185421				
5379.263306	-56.001877				
5380.609131	-55.895451				
5381.954956	-56.680878				
5383.300781	-56.949677				
5384.646606	-55.394207				
5385.992432	-55.016109				
5387.338257	-55.198708				
5388.684082	-55.57843				
5390.029907	-53.809944				
5391.375732	-54.517162				
5392.721558	-54.427311				
5394.067383	-54.60965				
5395.413208	-54.246567				
5396.759033	-54.450512				
5398.104858	-54.929813				
5399.450684	-54.149731				
5400.796509	-54.282734				
5402.142334	-55.384686				
5403.488159	-54.830627				
5404.833984	-54.415222				
5406.17981	-54.86797				
5407.525635	-54.694687				
5408.87146	-54.729748				
5410.217285	-54.442932				
5411.56311	-54.310577				
5412.908936	-54.496525				
5414.254761	-54.530869				
5415.600586	-54.792286				
5416.946411	-55.94553				
5418.292236	-54.065746				
5419.638062	-54.430214				
5420.983887	-55.059544				
5422.329712	-55.614407				
5423.675537	-56.367538				
5425.021362	-54.560986				
5426.367188	-54.256901				
5427.713013	-55.237411				
5429.058838	-56.06641				
5430.404663	-55.664894				
5431.750488	-56.471424				
5433.096313	-56.350117				
5434.442139	-57.017433				
5435.787964	-55.880463				
5437.133789	-56.199028				
5438.479614	-58.518608				
5439.825439	-58.550297				
5441.171265	-58.05925				
5442.51709	-56.467911				
5443.862915	-57.21627				
5445.20874	-57.311073				
5446.554565	-57.874115				
5447.900391	-57.863609				
5449.246216	-58.013054				
5450.592041	-59.010292				
5451.937866	-58.464607				
5453.283691	-58.905613				
5454.629517	-58.083916				
5455.975342	-58.810146				
5457.321167	-58.654186				
5458.666992	-60.242191				
5460.012817	-59.032486				
5461.358643	-59.142765				
5462.704468	-60.200027				
5464.050293	-60.245708				
5465.396118	-59.379883				
5466.741943	-59.535263				
5468.087769	-60.694618				
5469.433594	-60.76897				
5470.779419	-60.60815				
5472.125244	-60.213085				
5473.471069	-61.800064				
5474.816895	-60.772949				
5476.16272	-59.961578				
5477.508545	-60.737995				
5478.85437	-61.408672				
5480.200195	-61.218609				
5481.546021	-61.2052				
5482.891846	-61.881256				
5484.237671	-62.20647				
5485.583496	-60.674355				
5486.929321	-60.503464				
5488.275146	-60.997093				
5489.620972	-62.095791				
5490.966797	-63.023006				
5492.312622	-62.971577				
5493.658447	-61.797798				
5495.004272	-61.624912				
5496.350098	-62.463692				
5497.695923	-61.842503				
5499.041748	-62.337353				
5500.387573	-61.842354				
5501.733398	-62.944447				
5503.079224	-63.154087				
5504.425049	-62.172413				
5505.770874	-62.249733				
5507.116699	-63.343048				
5508.462524	-63.344929				
5509.80835	-62.523434				
5511.154175	-63.44408				
5512.5	-64.29129				
5513.845825	-63.745663				
5515.19165	-63.764702				
5516.537476	-63.481861				
5517.883301	-63.561657				
5519.229126	-63.960049				
5520.574951	-63.527119				
5521.920776	-63.537003				
5523.266602	-63.428223				
5524.612427	-64.181427				
5525.958252	-63.326653				
5527.304077	-62.958309				
5528.649902	-64.794601				
5529.995728	-64.582169				
5531.341553	-63.811954				
5532.687378	-64.613876				
5534.033203	-64.254143				
5535.379028	-64.823395				
5536.724854	-65.127823				
5538.070679	-65.128639				
5539.416504	-64.948227				
5540.762329	-65.25428				
5542.108154	-64.528893				
5543.453979	-64.735451				
5544.799805	-65.028183				
5546.14563	-64.595528				
5547.491455	-64.964165				
5548.83728	-65.108093				
5550.183105	-65.415596				
5551.528931	-66.278656				
5552.874756	-65.752876				
5554.220581	-64.772888				
5555.566406	-64.019943				
5556.912231	-65.483429				
5558.258057	-66.313156				
5559.603882	-65.838928				
5560.949707	-65.44178				
5562.295532	-65.521133				
5563.641357	-65.730164				
5564.987183	-65.43718				
5566.333008	-65.662994				
5567.678833	-65.627327				
5569.024658	-65.966217				
5570.370483	-65.50972				
5571.716309	-66.342537				
5573.062134	-66.000954				
5574.407959	-66.038742				
5575.753784	-65.804222				
5577.099609	-65.781715				
5578.445435	-66.773727				
5579.79126	-65.367798				
5581.137085	-66.581924				
5582.48291	-66.842896				
5583.828735	-66.574669				
5585.174561	-66.350624				
5586.520386	-66.910538				
5587.866211	-66.631653				
5589.212036	-67.069168				
5590.557861	-66.879684				
5591.903687	-67.099297				
5593.249512	-66.474091				
5594.595337	-66.268112				
5595.941162	-66.973282				
5597.286987	-67.576767				
5598.632812	-66.23819				
5599.978638	-66.624603				
5601.324463	-67.079941				
5602.670288	-66.976631				
5604.016113	-65.952309				
5605.361938	-66.599396				
5606.707764	-67.225662				
5608.053589	-66.569992				
5609.399414	-67.106407				
5610.745239	-66.412712				
5612.091064	-65.893738				
5613.43689	-67.114311				
5614.782715	-67.311234				
5616.12854	-67.035141				
5617.474365	-66.819603				
5618.82019	-66.965775				
5620.166016	-68.063026				
5621.511841	-66.014732				
5622.857666	-67.341545				
5624.203491	-67.455711				
5625.549316	-67.44603				
5626.895142	-67.399719				
5628.240967	-66.689819				
5629.586792	-67.5951				
5630.932617	-67.468475				
5632.278442	-67.45665				
5633.624268	-68.434746				
5634.970093	-67.189476				
5636.315918	-66.473129				
5637.661743	-67.927849				
5639.007568	-68.50013				
5640.353394	-68.395866				
5641.699219	-67.962875				
5643.045044	-68.013245				
5644.390869	-67.648773				
5645.736694	-68.207085				
5647.08252	-67.374763				
5648.428345	-67.210846				
5649.77417	-67.070549				
5651.119995	-67.541336				
5652.46582	-69.042046				
5653.811646	-67.82177				
5655.157471	-67.373283				
5656.503296	-68.123291				
5657.849121	-66.756165				
5659.194946	-67.683273				
5660.540771	-66.956192				
5661.886597	-67.604637				
5663.232422	-67.92083				
5664.578247	-68.611504				
5665.924072	-67.966156				
5667.269897	-67.252594				
5668.615723	-68.020592				
5669.961548	-67.537743				
5671.307373	-68.372864				
5672.653198	-68.268257				
5673.999023	-68.925545				
5675.344849	-66.677826				
5676.690674	-68.508385				
5678.036499	-67.485176				
5679.382324	-67.743134				
5680.728149	-67.404495				
5682.073975	-67.892982				
5683.4198	-68.232628				
5684.765625	-68.090706				
5686.11145	-68.244209				
5687.457275	-68.860733				
5688.803101	-68.362976				
5690.148926	-68.557022				
5691.494751	-68.154686				
5692.840576	-68.557762				
5694.186401	-67.466728				
5695.532227	-67.650444				
5696.878052	-67.539375				
5698.223877	-68.253616				
5699.569702	-68.154915				
5700.915527	-68.416481				
5702.261353	-67.784943				
5703.607178	-68.65419				
5704.953003	-67.649734				
5706.298828	-67.643913				
5707.644653	-67.005226				
5708.990479	-67.265259				
5710.336304	-67.908188				
5711.682129	-67.813972				
5713.027954	-67.227203				
5714.373779	-67.306129				
5715.719604	-67.298889				
5717.06543	-68.717644				
5718.411255	-68.667122				
5719.75708	-67.037292				
5721.102905	-67.211548				
5722.44873	-67.962242				
5723.794556	-68.284035				
5725.140381	-67.222725				
5726.486206	-67.361107				
5727.832031	-66.774673				
5729.177856	-67.345001				
5730.523682	-68.432869				
5731.869507	-67.153244				
5733.215332	-67.010788				
5734.561157	-67.931015				
5735.906982	-67.944771				
5737.252808	-66.652344				
5738.598633	-67.445824				
5739.944458	-67.566719				
5741.290283	-67.114754				
5742.636108	-66.296654				
5743.981934	-67.503181				
5745.327759	-66.653465				
5746.673584	-68.274315				
5748.019409	-67.881599				
5749.365234	-67.441208				
5750.71106	-66.520599				
5752.056885	-68.004509				
5753.40271	-67.408936				
5754.748535	-66.66629				
5756.09436	-66.693741				
5757.440186	-67.344673				
5758.786011	-67.694908				
5760.131836	-66.625824				
5761.477661	-67.720963				
5762.823486	-66.922829				
5764.169312	-67.070183				
5765.515137	-66.720078				
5766.860962	-66.918648				
5768.206787	-67.376068				
5769.552612	-66.814476				
5770.898438	-66.53466				
5772.244263	-66.159111				
5773.590088	-68.261482				
5774.935913	-67.698776				
5776.281738	-65.362671				
5777.627563	-64.530876				
5778.973389	-65.692879				
5780.319214	-66.567833				
5781.665039	-66.011307				
5783.010864	-66.492081				
5784.356689	-66.208183				
5785.702515	-66.306938				
5787.04834	-65.454918				
5788.394165	-65.747208				
5789.73999	-66.9991				
5791.085815	-66.467484				
5792.431641	-65.224495				
5793.777466	-65.624001				
5795.123291	-64.819473				
5796.469116	-65.916718				
5797.814941	-65.593491				
5799.160767	-65.111603				
5800.506592	-66.641502				
5801.852417	-64.647697				
5803.198242	-66.545456				
5804.544067	-66.218048				
5805.889893	-64.870872				
5807.235718	-66.06176				
5808.581543	-66.495697				
5809.927368	-65.169533				
5811.273193	-64.742981				
5812.619019	-65.032692				
5813.964844	-64.761978				
5815.310669	-65.456856				
